"","Chromosome","Position","Strand","OriginalValue","Rank","Value"
"16279","chromosome",2584553,"-",0.7083,16279,0.7082995834
"16280","chromosome",2677661,"+",0.7083,16280,0.7082995834
"16281","chromosome",3099446,"+",0.7083,16281,0.7082995834
"16282","chromosome",3099540,"+",0.7083,16282,0.7082995834
"16283","chromosome",3304879,"-",0.7083,16283,0.7082995834
"16284","chromosome",3455535,"-",0.7083,16284,0.7082995834
"16285","chromosome",3545627,"+",0.7083,16285,0.7082995834
"16286","chromosome",3770429,"-",0.7083,16286,0.7082995834
"16287","chromosome",3805892,"-",0.7083,16287,0.7082995834
"16288","chromosome",4331710,"-",0.7083,16288,0.7082995834
"16289","chromosome",5139186,"-",0.7083,16289,0.7082995834
"16290","chromosome",5483377,"+",0.7083,16290,0.7082995834
"16291","chromosome",458902,"-",0.7081,16291,0.7080995838
"16292","chromosome",382284,"+",0.708,16292,0.707999584
"16293","chromosome",1028059,"+",0.708,16293,0.707999584
"16294","chromosome",1122168,"-",0.708,16294,0.707999584
"16295","chromosome",1464156,"-",0.708,16295,0.707999584
"16296","chromosome",1782769,"-",0.708,16296,0.707999584
"16297","chromosome",2014809,"+",0.708,16297,0.707999584
"16298","chromosome",2751727,"-",0.708,16298,0.707999584
"16299","chromosome",2866321,"+",0.708,16299,0.707999584
"16300","chromosome",3348100,"-",0.708,16300,0.707999584
"16301","chromosome",3418620,"+",0.708,16301,0.707999584
"16302","chromosome",3560371,"+",0.708,16302,0.707999584
"16303","chromosome",3846195,"-",0.708,16303,0.707999584
"16304","chromosome",4181662,"-",0.708,16304,0.707999584
"16305","chromosome",5398528,"-",0.708,16305,0.707999584
"16306","chromosome",5517025,"-",0.708,16306,0.707999584
"16307","chromosome",5535660,"-",0.708,16307,0.707999584
"16308","chromosome",5585459,"-",0.708,16308,0.707999584
"16309","chromosome",1046143,"+",0.7079,16309,0.7078995842
"16310","chromosome",2026354,"+",0.7079,16310,0.7078995842
"16311","chromosome",2036863,"+",0.7079,16311,0.7078995842
"16312","chromosome",2825505,"+",0.7079,16312,0.7078995842
"16313","chromosome",3480506,"-",0.7079,16313,0.7078995842
"16314","chromosome",3744245,"+",0.7079,16314,0.7078995842
"16315","chromosome",4944135,"-",0.7079,16315,0.7078995842
"16316","chromosome",5348408,"+",0.7079,16316,0.7078995842
"16317","chromosome",1402491,"+",0.7078,16317,0.7077995844
"16318","chromosome",1404920,"-",0.7078,16318,0.7077995844
"16319","chromosome",2049209,"-",0.7078,16319,0.7077995844
"16320","chromosome",583524,"+",0.7077,16320,0.7076995846
"16321","chromosome",1922951,"+",0.7077,16321,0.7076995846
"16322","chromosome",2534518,"+",0.7077,16322,0.7076995846
"16323","chromosome",2908124,"+",0.7077,16323,0.7076995846
"16324","chromosome",4694516,"-",0.7077,16324,0.7076995846
"16325","chromosome",463481,"+",0.7075,16325,0.707499585
"16326","chromosome",1462550,"+",0.7075,16326,0.707499585
"16327","chromosome",1568129,"-",0.7075,16327,0.707499585
"16328","chromosome",3126554,"-",0.7075,16328,0.707499585
"16329","chromosome",3840727,"-",0.7075,16329,0.707499585
"16330","chromosome",4086893,"-",0.7075,16330,0.707499585
"16331","chromosome",4423237,"-",0.7075,16331,0.707499585
"16332","chromosome",5530368,"+",0.7075,16332,0.707499585
"16333","chromosome",5825091,"+",0.7075,16333,0.707499585
"16334","chromosome",513124,"-",0.7074,16334,0.7073995852
"16335","chromosome",58621,"+",0.7073,16335,0.7072995854
"16336","chromosome",1190853,"-",0.7073,16336,0.7072995854
"16337","chromosome",1465754,"+",0.7073,16337,0.7072995854
"16338","chromosome",1677532,"-",0.7073,16338,0.7072995854
"16339","chromosome",2687347,"+",0.7073,16339,0.7072995854
"16340","chromosome",2872303,"-",0.7073,16340,0.7072995854
"16341","chromosome",3146284,"+",0.7073,16341,0.7072995854
"16342","chromosome",3328326,"-",0.7073,16342,0.7072995854
"16343","chromosome",3667815,"-",0.7073,16343,0.7072995854
"16344","chromosome",3964298,"+",0.7073,16344,0.7072995854
"16345","chromosome",4348832,"-",0.7073,16345,0.7072995854
"16346","chromosome",4731000,"-",0.7073,16346,0.7072995854
"16347","chromosome",246330,"+",0.7071,16347,0.7070995858
"16348","chromosome",272188,"+",0.7071,16348,0.7070995858
"16349","chromosome",476466,"-",0.7071,16349,0.7070995858
"16350","chromosome",613176,"+",0.7071,16350,0.7070995858
"16351","chromosome",1245922,"+",0.7071,16351,0.7070995858
"16352","chromosome",1364795,"-",0.7071,16352,0.7070995858
"16353","chromosome",1523312,"+",0.7071,16353,0.7070995858
"16354","chromosome",1857825,"-",0.7071,16354,0.7070995858
"16355","chromosome",2533353,"+",0.7071,16355,0.7070995858
"16356","chromosome",3737510,"+",0.7071,16356,0.7070995858
"16357","chromosome",3896478,"+",0.7071,16357,0.7070995858
"16358","chromosome",3920174,"-",0.7071,16358,0.7070995858
"16359","chromosome",4498539,"+",0.7071,16359,0.7070995858
"16360","chromosome",5514288,"-",0.7071,16360,0.7070995858
"16361","large.plasmid",25191,"+",0.7071,16361,0.7070995858
"16362","chromosome",3384632,"-",0.707,16362,0.706999586
"16363","chromosome",748105,"-",0.7069,16363,0.7068995862
"16364","chromosome",1577833,"+",0.7069,16364,0.7068995862
"16365","chromosome",1897130,"+",0.7069,16365,0.7068995862
"16366","chromosome",2071932,"-",0.7069,16366,0.7068995862
"16367","chromosome",2358467,"-",0.7069,16367,0.7068995862
"16368","chromosome",3303534,"-",0.7069,16368,0.7068995862
"16369","chromosome",3473289,"+",0.7069,16369,0.7068995862
"16370","chromosome",4111241,"+",0.7069,16370,0.7068995862
"16371","chromosome",4210321,"-",0.7069,16371,0.7068995862
"16372","chromosome",4480578,"+",0.7069,16372,0.7068995862
"16373","chromosome",4847505,"-",0.7069,16373,0.7068995862
"16374","chromosome",676873,"+",0.7068,16374,0.7067995864
"16375","chromosome",3731520,"+",0.7068,16375,0.7067995864
"16376","chromosome",4182075,"-",0.7068,16376,0.7067995864
"16377","chromosome",4567020,"-",0.7068,16377,0.7067995864
"16378","chromosome",5588269,"-",0.7068,16378,0.7067995864
"16379","chromosome",125408,"+",0.7067,16379,0.7066995866
"16380","chromosome",218213,"-",0.7067,16380,0.7066995866
"16381","chromosome",2657794,"-",0.7067,16381,0.7066995866
"16382","chromosome",3185309,"+",0.7067,16382,0.7066995866
"16383","chromosome",5363373,"+",0.7067,16383,0.7066995866
"16384","chromosome",4537413,"+",0.7066,16384,0.7065995868
"16385","chromosome",5574794,"+",0.7066,16385,0.7065995868
"16386","chromosome",243162,"-",0.7065,16386,0.706499587
"16387","chromosome",657207,"-",0.7065,16387,0.706499587
"16388","chromosome",974071,"+",0.7065,16388,0.706499587
"16389","chromosome",1670906,"+",0.7065,16389,0.706499587
"16390","chromosome",2102600,"-",0.7065,16390,0.706499587
"16391","chromosome",2458679,"-",0.7065,16391,0.706499587
"16392","chromosome",2611102,"+",0.7065,16392,0.706499587
"16393","chromosome",4106135,"-",0.7065,16393,0.706499587
"16394","chromosome",4679936,"+",0.7065,16394,0.706499587
"16395","chromosome",5199167,"-",0.7065,16395,0.706499587
"16396","chromosome",5699116,"+",0.7065,16396,0.706499587
"16397","chromosome",5751690,"+",0.7065,16397,0.706499587
"16398","chromosome",1300718,"-",0.7064,16398,0.7063995872
"16399","chromosome",1315486,"-",0.7064,16399,0.7063995872
"16400","chromosome",1606580,"-",0.7064,16400,0.7063995872
"16401","chromosome",2472149,"+",0.7064,16401,0.7063995872
"16402","chromosome",2704974,"+",0.7064,16402,0.7063995872
"16403","chromosome",2747476,"+",0.7064,16403,0.7063995872
"16404","chromosome",2883280,"+",0.7064,16404,0.7063995872
"16405","chromosome",3358322,"-",0.7064,16405,0.7063995872
"16406","chromosome",3587839,"-",0.7064,16406,0.7063995872
"16407","chromosome",4631783,"-",0.7064,16407,0.7063995872
"16408","chromosome",5096350,"-",0.7064,16408,0.7063995872
"16409","chromosome",5334785,"+",0.7064,16409,0.7063995872
"16410","chromosome",5357457,"-",0.7064,16410,0.7063995872
"16411","chromosome",5468307,"-",0.7064,16411,0.7063995872
"16412","chromosome",5686984,"+",0.7064,16412,0.7063995872
"16413","chromosome",1581338,"-",0.7063,16413,0.7062995874
"16414","chromosome",1878278,"+",0.7063,16414,0.7062995874
"16415","chromosome",2058963,"+",0.7063,16415,0.7062995874
"16416","chromosome",2307653,"+",0.7063,16416,0.7062995874
"16417","chromosome",2658088,"-",0.7063,16417,0.7062995874
"16418","chromosome",3105942,"+",0.7063,16418,0.7062995874
"16419","chromosome",3708984,"-",0.7063,16419,0.7062995874
"16420","chromosome",3731521,"+",0.7063,16420,0.7062995874
"16421","chromosome",3893807,"-",0.7063,16421,0.7062995874
"16422","chromosome",4399175,"-",0.7063,16422,0.7062995874
"16423","chromosome",4644941,"+",0.7063,16423,0.7062995874
"16424","chromosome",5125078,"+",0.7063,16424,0.7062995874
"16425","chromosome",5270521,"-",0.7063,16425,0.7062995874
"16426","chromosome",5364170,"+",0.7063,16426,0.7062995874
"16427","chromosome",5751896,"-",0.7063,16427,0.7062995874
"16428","chromosome",4721832,"+",0.7062,16428,0.7061995876
"16429","chromosome",178090,"-",0.7059,16429,0.7058995882
"16430","chromosome",484055,"+",0.7059,16430,0.7058995882
"16431","chromosome",565490,"+",0.7059,16431,0.7058995882
"16432","chromosome",586131,"-",0.7059,16432,0.7058995882
"16433","chromosome",622327,"+",0.7059,16433,0.7058995882
"16434","chromosome",711017,"-",0.7059,16434,0.7058995882
"16435","chromosome",756239,"+",0.7059,16435,0.7058995882
"16436","chromosome",922805,"-",0.7059,16436,0.7058995882
"16437","chromosome",1089908,"+",0.7059,16437,0.7058995882
"16438","chromosome",1244682,"+",0.7059,16438,0.7058995882
"16439","chromosome",1477093,"-",0.7059,16439,0.7058995882
"16440","chromosome",1623836,"+",0.7059,16440,0.7058995882
"16441","chromosome",1671702,"-",0.7059,16441,0.7058995882
"16442","chromosome",2090055,"+",0.7059,16442,0.7058995882
"16443","chromosome",2099219,"+",0.7059,16443,0.7058995882
"16444","chromosome",2103092,"+",0.7059,16444,0.7058995882
"16445","chromosome",2273041,"+",0.7059,16445,0.7058995882
"16446","chromosome",2471167,"-",0.7059,16446,0.7058995882
"16447","chromosome",2476288,"+",0.7059,16447,0.7058995882
"16448","chromosome",2578388,"+",0.7059,16448,0.7058995882
"16449","chromosome",2590726,"+",0.7059,16449,0.7058995882
"16450","chromosome",2810996,"-",0.7059,16450,0.7058995882
"16451","chromosome",2989825,"-",0.7059,16451,0.7058995882
"16452","chromosome",3421656,"-",0.7059,16452,0.7058995882
"16453","chromosome",3461579,"+",0.7059,16453,0.7058995882
"16454","chromosome",3506709,"-",0.7059,16454,0.7058995882
"16455","chromosome",3712717,"+",0.7059,16455,0.7058995882
"16456","chromosome",3890119,"+",0.7059,16456,0.7058995882
"16457","chromosome",3893547,"+",0.7059,16457,0.7058995882
"16458","chromosome",4586268,"-",0.7059,16458,0.7058995882
"16459","chromosome",4644010,"+",0.7059,16459,0.7058995882
"16460","chromosome",4756288,"-",0.7059,16460,0.7058995882
"16461","chromosome",4869360,"-",0.7059,16461,0.7058995882
"16462","chromosome",4882734,"-",0.7059,16462,0.7058995882
"16463","chromosome",5360063,"-",0.7059,16463,0.7058995882
"16464","chromosome",5433993,"-",0.7059,16464,0.7058995882
"16465","chromosome",5530818,"+",0.7059,16465,0.7058995882
"16466","chromosome",3926221,"-",0.7056,16466,0.7055995888
"16467","chromosome",249182,"+",0.7055,16467,0.705499589
"16468","chromosome",339806,"-",0.7055,16468,0.705499589
"16469","chromosome",2814537,"-",0.7055,16469,0.705499589
"16470","chromosome",3797215,"-",0.7055,16470,0.705499589
"16471","chromosome",403177,"-",0.7054,16471,0.7053995892
"16472","chromosome",638866,"+",0.7054,16472,0.7053995892
"16473","chromosome",1603671,"-",0.7054,16473,0.7053995892
"16474","chromosome",2020551,"+",0.7054,16474,0.7053995892
"16475","chromosome",5390662,"-",0.7054,16475,0.7053995892
"16476","chromosome",5663351,"-",0.7054,16476,0.7053995892
"16477","chromosome",5867541,"-",0.7054,16477,0.7053995892
"16478","chromosome",20500,"-",0.7053,16478,0.7052995894
"16479","chromosome",606942,"+",0.7053,16479,0.7052995894
"16480","chromosome",1323682,"+",0.7053,16480,0.7052995894
"16481","chromosome",1663005,"+",0.7053,16481,0.7052995894
"16482","chromosome",1761516,"+",0.7053,16482,0.7052995894
"16483","chromosome",2008170,"-",0.7053,16483,0.7052995894
"16484","chromosome",2074889,"-",0.7053,16484,0.7052995894
"16485","chromosome",2302576,"-",0.7053,16485,0.7052995894
"16486","chromosome",2783351,"+",0.7053,16486,0.7052995894
"16487","chromosome",2937973,"-",0.7053,16487,0.7052995894
"16488","chromosome",3037613,"-",0.7053,16488,0.7052995894
"16489","chromosome",3168531,"-",0.7053,16489,0.7052995894
"16490","chromosome",3886665,"-",0.7053,16490,0.7052995894
"16491","chromosome",4269424,"+",0.7053,16491,0.7052995894
"16492","chromosome",4526986,"-",0.7053,16492,0.7052995894
"16493","chromosome",4981439,"-",0.7053,16493,0.7052995894
"16494","chromosome",1623535,"-",0.7052,16494,0.7051995896
"16495","chromosome",5657522,"-",0.7052,16495,0.7051995896
"16496","chromosome",1113176,"+",0.7051,16496,0.7050995898
"16497","chromosome",2270874,"+",0.7051,16497,0.7050995898
"16498","chromosome",3098687,"+",0.7051,16498,0.7050995898
"16499","chromosome",3448639,"+",0.7051,16499,0.7050995898
"16500","chromosome",3771066,"-",0.7051,16500,0.7050995898
"16501","chromosome",5792908,"-",0.7051,16501,0.7050995898
"16502","chromosome",416985,"+",0.705,16502,0.70499959
"16503","chromosome",1482834,"+",0.705,16503,0.70499959
"16504","chromosome",2259398,"+",0.705,16504,0.70499959
"16505","chromosome",2390412,"-",0.705,16505,0.70499959
"16506","chromosome",307054,"+",0.7049,16506,0.7048995902
"16507","chromosome",1075774,"-",0.7049,16507,0.7048995902
"16508","chromosome",3305778,"+",0.7049,16508,0.7048995902
"16509","chromosome",4090112,"-",0.7049,16509,0.7048995902
"16510","chromosome",5220768,"-",0.7049,16510,0.7048995902
"16511","chromosome",555427,"+",0.7048,16511,0.7047995904
"16512","chromosome",3579501,"-",0.7048,16512,0.7047995904
"16513","chromosome",4483131,"-",0.7048,16513,0.7047995904
"16514","chromosome",4545985,"+",0.7048,16514,0.7047995904
"16515","large.plasmid",118578,"-",0.7048,16515,0.7047995904
"16516","chromosome",143363,"+",0.7047,16516,0.7046995906
"16517","chromosome",588492,"-",0.7047,16517,0.7046995906
"16518","chromosome",3345705,"-",0.7047,16518,0.7046995906
"16519","chromosome",3088517,"-",0.7045,16519,0.704499591
"16520","chromosome",3292100,"-",0.7045,16520,0.704499591
"16521","chromosome",3527056,"-",0.7045,16521,0.704499591
"16522","chromosome",5782642,"+",0.7045,16522,0.704499591
"16523","chromosome",1585518,"-",0.7044,16523,0.7043995912
"16524","chromosome",2732405,"-",0.7044,16524,0.7043995912
"16525","chromosome",848286,"-",0.7043,16525,0.7042995914
"16526","chromosome",1077045,"+",0.7043,16526,0.7042995914
"16527","chromosome",1286002,"-",0.7043,16527,0.7042995914
"16528","chromosome",1464498,"+",0.7043,16528,0.7042995914
"16529","chromosome",2604987,"-",0.7043,16529,0.7042995914
"16530","chromosome",3833946,"-",0.7043,16530,0.7042995914
"16531","chromosome",4051784,"+",0.7043,16531,0.7042995914
"16532","chromosome",4586994,"+",0.7043,16532,0.7042995914
"16533","chromosome",4847514,"-",0.7043,16533,0.7042995914
"16534","chromosome",5724823,"+",0.7043,16534,0.7042995914
"16535","chromosome",5747579,"-",0.7043,16535,0.7042995914
"16536","large.plasmid",101290,"-",0.7043,16536,0.7042995914
"16537","large.plasmid",129879,"-",0.7043,16537,0.7042995914
"16538","chromosome",691214,"+",0.7042,16538,0.7041995916
"16539","chromosome",2167809,"+",0.7042,16539,0.7041995916
"16540","chromosome",2181645,"+",0.7042,16540,0.7041995916
"16541","chromosome",2683194,"-",0.7042,16541,0.7041995916
"16542","chromosome",2859624,"+",0.7042,16542,0.7041995916
"16543","chromosome",3087160,"-",0.7042,16543,0.7041995916
"16544","chromosome",3100613,"+",0.7042,16544,0.7041995916
"16545","chromosome",3836864,"-",0.7042,16545,0.7041995916
"16546","chromosome",4971657,"-",0.7042,16546,0.7041995916
"16547","chromosome",5257825,"-",0.7042,16547,0.7041995916
"16548","chromosome",5291674,"-",0.7042,16548,0.7041995916
"16549","chromosome",5813666,"-",0.7042,16549,0.7041995916
"16550","chromosome",270124,"+",0.7041,16550,0.7040995918
"16551","chromosome",1008098,"+",0.7041,16551,0.7040995918
"16552","chromosome",1133483,"+",0.7041,16552,0.7040995918
"16553","chromosome",1375461,"-",0.7041,16553,0.7040995918
"16554","chromosome",3171758,"+",0.7041,16554,0.7040995918
"16555","chromosome",3812579,"-",0.7041,16555,0.7040995918
"16556","chromosome",4333411,"+",0.7041,16556,0.7040995918
"16557","chromosome",4866714,"-",0.7041,16557,0.7040995918
"16558","chromosome",5137301,"-",0.7041,16558,0.7040995918
"16559","chromosome",500483,"-",0.704,16559,0.703999592
"16560","chromosome",515002,"-",0.704,16560,0.703999592
"16561","chromosome",950320,"-",0.704,16561,0.703999592
"16562","chromosome",2002753,"-",0.704,16562,0.703999592
"16563","chromosome",3447724,"+",0.704,16563,0.703999592
"16564","chromosome",4430863,"+",0.704,16564,0.703999592
"16565","large.plasmid",72071,"-",0.7038,16565,0.7037995924
"16566","chromosome",326203,"+",0.7037,16566,0.7036995926
"16567","chromosome",514606,"+",0.7037,16567,0.7036995926
"16568","chromosome",964750,"+",0.7037,16568,0.7036995926
"16569","chromosome",1250010,"-",0.7037,16569,0.7036995926
"16570","chromosome",1553348,"+",0.7037,16570,0.7036995926
"16571","chromosome",1786897,"-",0.7037,16571,0.7036995926
"16572","chromosome",1908705,"+",0.7037,16572,0.7036995926
"16573","chromosome",1940232,"+",0.7037,16573,0.7036995926
"16574","chromosome",1951472,"-",0.7037,16574,0.7036995926
"16575","chromosome",1953604,"+",0.7037,16575,0.7036995926
"16576","chromosome",2698272,"-",0.7037,16576,0.7036995926
"16577","chromosome",2784799,"+",0.7037,16577,0.7036995926
"16578","chromosome",2884061,"-",0.7037,16578,0.7036995926
"16579","chromosome",2896713,"+",0.7037,16579,0.7036995926
"16580","chromosome",3114884,"+",0.7037,16580,0.7036995926
"16581","chromosome",3188830,"+",0.7037,16581,0.7036995926
"16582","chromosome",3331188,"-",0.7037,16582,0.7036995926
"16583","chromosome",3398909,"-",0.7037,16583,0.7036995926
"16584","chromosome",3523750,"-",0.7037,16584,0.7036995926
"16585","chromosome",3581396,"+",0.7037,16585,0.7036995926
"16586","chromosome",3599045,"+",0.7037,16586,0.7036995926
"16587","chromosome",3887125,"-",0.7037,16587,0.7036995926
"16588","chromosome",4048407,"-",0.7037,16588,0.7036995926
"16589","chromosome",4643650,"-",0.7037,16589,0.7036995926
"16590","chromosome",5230077,"+",0.7037,16590,0.7036995926
"16591","chromosome",5519641,"+",0.7037,16591,0.7036995926
"16592","chromosome",5562102,"-",0.7037,16592,0.7036995926
"16593","chromosome",5583764,"+",0.7037,16593,0.7036995926
"16594","chromosome",5604493,"-",0.7037,16594,0.7036995926
"16595","chromosome",5607054,"+",0.7037,16595,0.7036995926
"16596","chromosome",5884042,"+",0.7037,16596,0.7036995926
"16597","chromosome",714138,"-",0.7035,16597,0.703499593
"16598","chromosome",380817,"+",0.7034,16598,0.7033995932
"16599","chromosome",1929399,"+",0.7034,16599,0.7033995932
"16600","chromosome",1950485,"-",0.7034,16600,0.7033995932
"16601","chromosome",2163567,"+",0.7034,16601,0.7033995932
"16602","chromosome",2233332,"+",0.7034,16602,0.7033995932
"16603","chromosome",4282896,"-",0.7034,16603,0.7033995932
"16604","chromosome",4288737,"-",0.7034,16604,0.7033995932
"16605","chromosome",4651357,"-",0.7034,16605,0.7033995932
"16606","chromosome",5920482,"+",0.7034,16606,0.7033995932
"16607","chromosome",842324,"+",0.7033,16607,0.7032995934
"16608","chromosome",1648412,"+",0.7033,16608,0.7032995934
"16609","chromosome",2104273,"+",0.7033,16609,0.7032995934
"16610","chromosome",2347117,"+",0.7033,16610,0.7032995934
"16611","chromosome",2719697,"-",0.7033,16611,0.7032995934
"16612","chromosome",2727889,"-",0.7033,16612,0.7032995934
"16613","chromosome",2887996,"-",0.7033,16613,0.7032995934
"16614","chromosome",3966064,"-",0.7033,16614,0.7032995934
"16615","chromosome",4503719,"-",0.7033,16615,0.7032995934
"16616","chromosome",4704717,"-",0.7033,16616,0.7032995934
"16617","chromosome",5533303,"+",0.7033,16617,0.7032995934
"16618","chromosome",676298,"-",0.7032,16618,0.7031995936
"16619","chromosome",1624463,"-",0.7032,16619,0.7031995936
"16620","chromosome",3913606,"+",0.7032,16620,0.7031995936
"16621","large.plasmid",24105,"-",0.7032,16621,0.7031995936
"16622","chromosome",651328,"+",0.7031,16622,0.7030995938
"16623","chromosome",756855,"-",0.7031,16623,0.7030995938
"16624","chromosome",913545,"-",0.7031,16624,0.7030995938
"16625","chromosome",1819019,"+",0.7031,16625,0.7030995938
"16626","chromosome",1843069,"+",0.7031,16626,0.7030995938
"16627","chromosome",2063754,"+",0.7031,16627,0.7030995938
"16628","chromosome",2791418,"-",0.7031,16628,0.7030995938
"16629","chromosome",3314129,"+",0.7031,16629,0.7030995938
"16630","chromosome",524814,"-",0.703,16630,0.702999594
"16631","chromosome",627807,"-",0.703,16631,0.702999594
"16632","chromosome",2305526,"+",0.703,16632,0.702999594
"16633","chromosome",2591772,"-",0.703,16633,0.702999594
"16634","chromosome",3167522,"+",0.703,16634,0.702999594
"16635","chromosome",3992560,"+",0.703,16635,0.702999594
"16636","chromosome",5093150,"-",0.7029,16636,0.7028995942
"16637","chromosome",1090154,"+",0.7027,16637,0.7026995946
"16638","chromosome",1457970,"-",0.7027,16638,0.7026995946
"16639","chromosome",1672308,"-",0.7027,16639,0.7026995946
"16640","chromosome",1857861,"+",0.7027,16640,0.7026995946
"16641","chromosome",2019252,"+",0.7027,16641,0.7026995946
"16642","chromosome",2424963,"-",0.7027,16642,0.7026995946
"16643","chromosome",2709007,"-",0.7027,16643,0.7026995946
"16644","chromosome",2964336,"+",0.7027,16644,0.7026995946
"16645","chromosome",3332699,"+",0.7027,16645,0.7026995946
"16646","chromosome",3537550,"+",0.7027,16646,0.7026995946
"16647","chromosome",3668979,"+",0.7027,16647,0.7026995946
"16648","chromosome",4408055,"-",0.7027,16648,0.7026995946
"16649","chromosome",4522127,"+",0.7027,16649,0.7026995946
"16650","chromosome",5006192,"-",0.7027,16650,0.7026995946
"16651","chromosome",5032901,"-",0.7027,16651,0.7026995946
"16652","chromosome",5095001,"-",0.7027,16652,0.7026995946
"16653","chromosome",5185595,"-",0.7027,16653,0.7026995946
"16654","chromosome",5273532,"-",0.7027,16654,0.7026995946
"16655","chromosome",5846733,"+",0.7027,16655,0.7026995946
"16656","chromosome",5925215,"+",0.7027,16656,0.7026995946
"16657","chromosome",2952764,"+",0.7025,16657,0.702499595
"16658","chromosome",3900361,"-",0.7025,16658,0.702499595
"16659","chromosome",4337719,"-",0.7025,16659,0.702499595
"16660","chromosome",4451123,"+",0.7025,16660,0.702499595
"16661","chromosome",5022973,"-",0.7025,16661,0.702499595
"16662","chromosome",5270575,"+",0.7025,16662,0.702499595
"16663","chromosome",5816854,"-",0.7025,16663,0.702499595
"16664","chromosome",1766492,"+",0.7024,16664,0.7023995952
"16665","chromosome",1979198,"+",0.7024,16665,0.7023995952
"16666","chromosome",2321495,"+",0.7024,16666,0.7023995952
"16667","chromosome",3360983,"-",0.7024,16667,0.7023995952
"16668","chromosome",3543142,"+",0.7024,16668,0.7023995952
"16669","chromosome",4243596,"-",0.7024,16669,0.7023995952
"16670","chromosome",5368291,"+",0.7024,16670,0.7023995952
"16671","chromosome",453840,"+",0.7023,16671,0.7022995954
"16672","chromosome",3392925,"-",0.7023,16672,0.7022995954
"16673","chromosome",4254682,"-",0.7023,16673,0.7022995954
"16674","chromosome",4358776,"-",0.7023,16674,0.7022995954
"16675","chromosome",5588438,"+",0.7023,16675,0.7022995954
"16676","chromosome",16468,"+",0.7021,16676,0.7020995958
"16677","chromosome",500458,"+",0.7021,16677,0.7020995958
"16678","chromosome",536263,"-",0.7021,16678,0.7020995958
"16679","chromosome",660397,"-",0.7021,16679,0.7020995958
"16680","chromosome",772835,"+",0.7021,16680,0.7020995958
"16681","chromosome",879781,"+",0.7021,16681,0.7020995958
"16682","chromosome",1388977,"+",0.7021,16682,0.7020995958
"16683","chromosome",1975860,"-",0.7021,16683,0.7020995958
"16684","chromosome",2183139,"-",0.7021,16684,0.7020995958
"16685","chromosome",2512910,"+",0.7021,16685,0.7020995958
"16686","chromosome",2970877,"+",0.7021,16686,0.7020995958
"16687","chromosome",3182664,"+",0.7021,16687,0.7020995958
"16688","chromosome",3422255,"-",0.7021,16688,0.7020995958
"16689","chromosome",3432565,"-",0.7021,16689,0.7020995958
"16690","chromosome",3852089,"+",0.7021,16690,0.7020995958
"16691","chromosome",4286120,"-",0.7021,16691,0.7020995958
"16692","chromosome",4534643,"-",0.7021,16692,0.7020995958
"16693","chromosome",5295824,"-",0.7021,16693,0.7020995958
"16694","chromosome",85536,"+",0.7019,16694,0.7018995962
"16695","chromosome",1033197,"-",0.7019,16695,0.7018995962
"16696","chromosome",2104963,"-",0.7019,16696,0.7018995962
"16697","chromosome",3834895,"-",0.7019,16697,0.7018995962
"16698","chromosome",3872661,"-",0.7019,16698,0.7018995962
"16699","chromosome",4130529,"-",0.7019,16699,0.7018995962
"16700","chromosome",4278725,"-",0.7019,16700,0.7018995962
"16701","chromosome",5139166,"+",0.7019,16701,0.7018995962
"16702","chromosome",5415574,"+",0.7019,16702,0.7018995962
"16703","chromosome",105926,"-",0.7018,16703,0.7017995964
"16704","chromosome",201390,"-",0.7018,16704,0.7017995964
"16705","chromosome",517336,"-",0.7018,16705,0.7017995964
"16706","chromosome",640806,"+",0.7018,16706,0.7017995964
"16707","chromosome",977693,"+",0.7018,16707,0.7017995964
"16708","chromosome",1415677,"-",0.7018,16708,0.7017995964
"16709","chromosome",2038926,"-",0.7018,16709,0.7017995964
"16710","chromosome",2439096,"+",0.7018,16710,0.7017995964
"16711","chromosome",2591743,"+",0.7018,16711,0.7017995964
"16712","chromosome",3044145,"-",0.7018,16712,0.7017995964
"16713","chromosome",4716912,"-",0.7018,16713,0.7017995964
"16714","chromosome",4746889,"-",0.7018,16714,0.7017995964
"16715","chromosome",5449762,"-",0.7018,16715,0.7017995964
"16716","chromosome",5773498,"-",0.7018,16716,0.7017995964
"16717","chromosome",5880930,"+",0.7018,16717,0.7017995964
"16718","large.plasmid",2306,"-",0.7018,16718,0.7017995964
"16719","large.plasmid",22108,"+",0.7018,16719,0.7017995964
"16720","chromosome",874565,"-",0.7016,16720,0.7015995968
"16721","chromosome",899813,"+",0.7016,16721,0.7015995968
"16722","chromosome",3066166,"-",0.7016,16722,0.7015995968
"16723","chromosome",3753028,"-",0.7016,16723,0.7015995968
"16724","chromosome",5108545,"+",0.7016,16724,0.7015995968
"16725","chromosome",5420093,"-",0.7016,16725,0.7015995968
"16726","chromosome",511098,"+",0.7015,16726,0.701499597
"16727","chromosome",1458600,"-",0.7015,16727,0.701499597
"16728","chromosome",1679553,"+",0.7015,16728,0.701499597
"16729","chromosome",1894254,"+",0.7015,16729,0.701499597
"16730","chromosome",2670742,"+",0.7015,16730,0.701499597
"16731","chromosome",2986448,"-",0.7015,16731,0.701499597
"16732","chromosome",5722428,"+",0.7015,16732,0.701499597
"16733","chromosome",402407,"-",0.7014,16733,0.7013995972
"16734","chromosome",740826,"+",0.7014,16734,0.7013995972
